gameid,home,homescore,away,awayscore,date
2.02E+11,Lamar,75,Northwestern State,70,2/13/2019
2.02E+11,Winthrop,93,Presbyterian,85,2/13/2019
2.02E+11,Virginia Commonwealth,81,Richmond,60,2/13/2019
2.02E+11,Northwestern,56,Rutgers,59,2/13/2019
2.02E+11,George Washington,58,Saint Louis,73,2/13/2019
2.02E+11,Texas A&M-Corpus Christi,69,Sam Houston State,70,2/13/2019
2.02E+11,New Mexico,92,San Jose State,60,2/13/2019
2.02E+11,Georgia Southern,75,South Alabama,65,2/13/2019
2.02E+11,Central Florida,78,South Florida,65,2/13/2019
2.02E+11,Stanford,79,Southern California,76,2/13/2019
2.02E+11,Temple,82,Southern Methodist,74,2/13/2019
2.02E+11,North Carolina State,73,Syracuse,58,2/13/2019
2.02E+11,Georgia State,77,Troy,63,2/13/2019
2.02E+11,University of California,67,UCLA,75,2/13/2019
2.02E+11,Florida,66,Vanderbilt,57,2/13/2019
2.02E+11,Utah State,76,Wyoming,59,2/13/2019
2.02E+11,Loyola Marymount,60,Gonzaga,73,2/14/2019
2.02E+11,Connecticut,63,Houston,71,2/14/2019
2.02E+11,Marshall,68,Alabama-Birmingham,77,2/14/2019
2.02E+11,Utah,83,Arizona,76,2/14/2019
2.02E+11,Tennessee State,66,Belmont,77,2/14/2019
2.02E+11,San Diego,82,Brigham Young,88,2/14/2019
2.02E+11,Hawaii,75,Cal Poly,54,2/14/2019
2.02E+11,Chicago State,62,Cal State Bakersfield,75,2/14/2019
2.02E+11,UC-Riverside,71,UC-Santa Barbara,57,2/14/2019
2.02E+11,Wagner,63,Central Connecticut State,57,2/14/2019
2.02E+11,East Tennessee State,91,Citadel,83,2/14/2019
2.02E+11,Towson,71,Delaware,78,2/14/2019
2.02E+11,Milwaukee,84,Detroit Mercy,90,2/14/2019
2.02E+11,James Madison,71,Drexel,69,2/14/2019
2.02E+11,Southern Illinois-Edwardsville,65,Eastern Illinois,79,2/14/2019
2.02E+11,Morehead State,78,Eastern Kentucky,72,2/14/2019
2.02E+11,Missouri-Kansas City,87,Grand Canyon,75,2/14/2019
2.02E+11,College of Charleston,95,Hofstra,99,2/14/2019
2.02E+11,Ohio State,56,Illinois,63,2/14/2019
2.02E+11,Cleveland State,77,Illinois-Chicago,81,2/14/2019
2.02E+11,Denver,81,Purdue-Fort Wayne,94,2/14/2019
2.02E+11,Youngstown State,75,IUPUI,73,2/14/2019
2.02E+11,Tennessee Tech,57,Jacksonville State,67,2/14/2019
2.02E+11,Western Michigan,63,Kent State,82,2/14/2019
2.02E+11,St. Francis (NY),83,Long Island University,76,2/14/2019
2.02E+11,Western Carolina,65,Mercer,74,2/14/2019
2.02E+11,Western Kentucky,71,Middle Tennessee,63,2/14/2019
2.02E+11,Weber State,80,Montana,83,2/14/2019
2.02E+11,Idaho State,76,Montana State,84,2/14/2019
2.02E+11,Austin Peay,71,Murray State,73,2/14/2019
2.02E+11,Furman,67,North Carolina-Greensboro,57,2/14/2019
2.02E+11,Florida Atlantic,57,North Texas,47,2/14/2019
2.02E+11,North Carolina-Wilmington,77,Northeastern,81,2/14/2019
2.02E+11,Portland State,103,Northern Arizona,94,2/14/2019
2.02E+11,Idaho,47,Northern Colorado,75,2/14/2019
2.02E+11,Green Bay,66,Oakland,54,2/14/2019
2.02E+11,North Dakota State,85,Oral Roberts,73,2/14/2019
2.02E+11,San Francisco,89,Pepperdine,77,2/14/2019
2.02E+11,Florida International,86,Rice,65,2/14/2019
2.02E+11,Mount St. Mary's,76,Robert Morris,62,2/14/2019
2.02E+11,Bryant,104,Sacred Heart,105,2/14/2019
2.02E+11,Fairleigh Dickinson,62,Saint Francis (PA),87,2/14/2019
2.02E+11,Santa Clara,55,Saint Mary's (CA),66,2/14/2019
2.02E+11,Texas-Rio Grande Valley,59,Seattle,44,2/14/2019
2.02E+11,Omaha,85,South Dakota State,84,2/14/2019
2.02E+11,Tennessee-Martin,81,Southeast Missouri State,72,2/14/2019
2.02E+11,Sacramento State,84,Southern Utah,73,2/14/2019
2.02E+11,Little Rock,56,Texas-Arlington,52,2/14/2019
2.02E+11,Louisiana Tech,71,Texas-El Paso,57,2/14/2019
2.02E+11,Southern Mississippi,78,Texas-San Antonio,71,2/14/2019
2.02E+11,Arkansas State,74,Texas State,84,2/14/2019
2.02E+11,Tulane,57,Tulsa,80,2/14/2019
2.02E+11,New Mexico State,84,Utah Valley,77,2/14/2019
2.02E+11,Wofford,95,Virginia Military Institute,84,2/14/2019
2.02E+11,Toledo,82,Buffalo,88,2/15/2019
2.02E+11,Cornell,70,Brown,66,2/15/2019
2.02E+11,Pennsylvania,82,Dartmouth,79,2/15/2019
2.02E+11,Canisius,72,Fairfield,68,2/15/2019
2.02E+11,Princeton,69,Harvard,78,2/15/2019
2.02E+11,Niagara,60,Manhattan,64,2/15/2019
2.02E+11,Quinnipiac,61,Marist,63,2/15/2019
2.02E+11,Rider,81,Monmouth,72,2/15/2019
2.02E+11,Wright State,81,Northern Kentucky,77,2/15/2019
2.02E+11,Davidson,80,Saint Joseph's,72,2/15/2019
2.02E+11,Iona,62,Saint Peter's,46,2/15/2019
2.02E+11,Georgia State,90,South Alabama,81,2/15/2019
2.02E+11,Georgia Southern,76,Troy,51,2/15/2019
2.02E+11,Columbia,64,Yale,70,2/15/2019
2.02E+11,Kentucky,86,Tennessee,69,2/16/2019
2.02E+11,Duke,94,North Carolina State,78,2/16/2019
2.02E+11,San Diego,67,Gonzaga,79,2/16/2019
2.02E+11,Virginia,60,Notre Dame,54,2/16/2019
2.02E+11,Michigan,65,Maryland,52,2/16/2019
2.02E+11,Wyoming,49,Nevada,82,2/16/2019
2.02E+11,Wake Forest,57,North Carolina,95,2/16/2019
2.02E+11,Purdue,76,Penn State,64,2/16/2019
2.02E+11,Kansas,78,West Virginia,53,2/16/2019
2.02E+11,Texas Tech,86,Baylor,61,2/16/2019
2.02E+11,Louisville,56,Clemson,55,2/16/2019
2.02E+11,Georgia Tech,47,Florida State,69,2/16/2019
2.02E+11,Kansas State,64,Iowa State,78,2/16/2019
2.02E+11,Georgia,79,Louisiana State,83,2/16/2019
2.02E+11,Rutgers,69,Iowa,71,2/16/2019
2.02E+11,Pittsburgh,64,Virginia Tech,70,2/16/2019
2.02E+11,Incarnate Word,48,Abilene Christian,68,2/16/2019
2.02E+11,Ball State,57,Akron,56,2/16/2019
2.02E+11,Alabama State,68,Alabama A&M,62,2/16/2019
2.02E+11,Western Kentucky,60,Alabama-Birmingham,68,2/16/2019
2.02E+11,Mississippi Valley State,76,Alcorn State,68,2/16/2019
2.02E+11,Utah,87,Arizona State,98,2/16/2019
2.02E+11,Navy,79,Army,68,2/16/2019
2.02E+11,Vanderbilt,53,Auburn,64,2/16/2019
2.02E+11,Morehead State,70,Austin Peay,73,2/16/2019
2.02E+11,Tennessee Tech,65,Belmont,93,2/16/2019
2.02E+11,South Carolina State,73,Bethune-Cookman,98,2/16/2019
2.02E+11,San Diego State,71,Boise State,65,2/16/2019
2.02E+11,Northern Illinois,67,Bowling Green State,87,2/16/2019
2.02E+11,Illinois State,59,Bradley,65,2/16/2019
2.02E+11,Loyola Marymount,62,Brigham Young,70,2/16/2019
2.02E+11,Columbia,63,Brown,65,2/16/2019
2.02E+11,Fairleigh Dickinson,97,Bryant,84,2/16/2019
2.02E+11,Holy Cross,72,Bucknell,71,2/16/2019
2.02E+11,Missouri-Kansas City,75,Cal State Bakersfield,67,2/16/2019
2.02E+11,Cal State Northridge,71,Cal State Fullerton,78,2/16/2019
2.02E+11,UC-Irvine,83,UC-Santa Barbara,70,2/16/2019
2.02E+11,Presbyterian,76,Campbell,71,2/16/2019
2.02E+11,St. Francis (NY),90,Central Connecticut State,79,2/16/2019
2.02E+11,Old Dominion,73,Charlotte,60,2/16/2019
2.02E+11,Samford,80,Chattanooga,76,2/16/2019
2.02E+11,Western Carolina,103,Citadel,82,2/16/2019
2.02E+11,Appalachian State,88,Coastal Carolina,79,2/16/2019
2.02E+11,American,81,Colgate,83,2/16/2019
2.02E+11,Maryland-Eastern Shore,55,Coppin State,58,2/16/2019
2.02E+11,Princeton,69,Dartmouth,68,2/16/2019
2.02E+11,James Madison,68,Delaware,61,2/16/2019
2.02E+11,Butler,91,DePaul,78,2/16/2019
2.02E+11,Green Bay,82,Detroit Mercy,73,2/16/2019
2.02E+11,Towson,92,Drexel,77,2/16/2019
2.02E+11,Kent State,71,Eastern Michigan,58,2/16/2019
2.02E+11,Alabama,53,Florida,71,2/16/2019
2.02E+11,Savannah State,74,Florida A&M,78,2/16/2019
2.02E+11,Stetson,67,Florida Gulf Coast,55,2/16/2019
2.02E+11,Rhode Island,63,Fordham,66,2/16/2019
2.02E+11,New Mexico,73,Fresno State,81,2/16/2019
2.02E+11,Duquesne,85,George Washington,69,2/16/2019
2.02E+11,Chicago State,59,Grand Canyon,90,2/16/2019
2.02E+11,Pennsylvania,68,Harvard,75,2/16/2019
2.02E+11,Hampton,81,High Point,86,2/16/2019
2.02E+11,North Carolina-Wilmington,87,Hofstra,79,2/16/2019
2.02E+11,Youngstown State,81,Illinois-Chicago,73,2/16/2019
2.02E+11,Minnesota,84,Indiana,63,2/16/2019
2.02E+11,Omaha,74,Purdue-Fort Wayne,71,2/16/2019
2.02E+11,Cleveland State,89,IUPUI,86,2/16/2019
2.02E+11,Saint Louis,62,La Salle,49,2/16/2019
2.02E+11,Boston University,79,Lehigh,84,2/16/2019
2.02E+11,North Alabama,70,Liberty,80,2/16/2019
2.02E+11,Kennesaw State,67,Lipscomb,83,2/16/2019
2.02E+11,UC-Davis,77,Long Beach State,73,2/16/2019
2.02E+11,Louisiana,83,Louisiana-Monroe,76,2/16/2019
2.02E+11,Maryland-Baltimore County,70,Massachusetts-Lowell,66,2/16/2019
2.02E+11,Southeastern Louisiana,88,McNeese State,52,2/16/2019
2.02E+11,Central Florida,79,Memphis,72,2/16/2019
2.02E+11,East Tennessee State,88,Mercer,69,2/16/2019
2.02E+11,Western Michigan,84,Miami (OH),79,2/16/2019
2.02E+11,Marshall,98,Middle Tennessee,93,2/16/2019
2.02E+11,Arkansas,67,Mississippi State,77,2/16/2019
2.02E+11,Mississippi,75,Missouri,65,2/16/2019
2.02E+11,Idaho State,68,Montana,80,2/16/2019
2.02E+11,Weber State,94,Montana State,82,2/16/2019
2.02E+11,Eastern Kentucky,70,Murray State,102,2/16/2019
2.02E+11,San Jose State,64,Nevada-Las Vegas,71,2/16/2019
2.02E+11,Houston Baptist,88,Nicholls State,82,2/16/2019
2.02E+11,Howard,81,North Carolina A&T,85,2/16/2019
2.02E+11,Norfolk State,75,North Carolina Central,71,2/16/2019
2.02E+11,Wofford,80,North Carolina-Greensboro,50,2/16/2019
2.02E+11,NJIT,63,North Florida,64,2/16/2019
2.02E+11,Florida International,69,North Texas,59,2/16/2019
2.02E+11,College of Charleston,88,Northeastern,79,2/16/2019
2.02E+11,Sacramento State,66,Northern Arizona,78,2/16/2019
2.02E+11,Eastern Washington,88,Northern Colorado,78,2/16/2019
2.02E+11,Nebraska,59,Northwestern,50,2/16/2019
2.02E+11,Milwaukee,73,Oakland,89,2/16/2019
2.02E+11,Central Michigan,87,Ohio,80,2/16/2019
2.02E+11,Texas Christian,62,Oklahoma,71,2/16/2019
2.02E+11,Texas,69,Oklahoma State,57,2/16/2019
2.02E+11,North Dakota,85,Oral Roberts,73,2/16/2019
2.02E+11,Oregon State,72,Oregon,57,2/16/2019
2.02E+11,Santa Clara,64,Pacific,59,2/16/2019
2.02E+11,Saint Mary's (CA),72,Pepperdine,65,2/16/2019
2.02E+11,Jackson State,66,Prairie View,79,2/16/2019
2.02E+11,Charleston Southern,53,Radford,52,2/16/2019
2.02E+11,Florida Atlantic,60,Rice,41,2/16/2019
2.02E+11,Saint Francis (PA),72,Robert Morris,69,2/16/2019
2.02E+11,Long Island University,92,Sacred Heart,84,2/16/2019
2.02E+11,Lamar,75,Sam Houston State,72,2/16/2019
2.02E+11,Portland,63,San Francisco,68,2/16/2019
2.02E+11,New Mexico State,59,Seattle,53,2/16/2019
2.02E+11,Longwood,83,South Carolina Upstate,79,2/16/2019
2.02E+11,Western Illinois,67,South Dakota,80,2/16/2019
2.02E+11,North Dakota State,77,South Dakota State,78,2/16/2019
2.02E+11,Eastern Illinois,79,Southeast Missouri State,88,2/16/2019
2.02E+11,Arkansas-Pine Bluff,61,Southern,45,2/16/2019
2.02E+11,University of California,66,Southern California,89,2/16/2019
2.02E+11,Indiana State,57,Southern Illinois,79,2/16/2019
2.02E+11,Portland State,78,Southern Utah,69,2/16/2019
2.02E+11,Northwestern State,87,Stephen F. Austin,72,2/16/2019
2.02E+11,New Hampshire,64,Stony Brook,66,2/16/2019
2.02E+11,South Florida,69,Temple,70,2/16/2019
2.02E+11,Southern Illinois-Edwardsville,69,Tennessee-Martin,73,2/16/2019
2.02E+11,Jacksonville State,84,Tennessee State,65,2/16/2019
2.02E+11,South Carolina,84,Texas A&M,77,2/16/2019
2.02E+11,New Orleans,68,Texas A&M-Corpus Christi,58,2/16/2019
2.02E+11,Arkansas State,83,Texas-Arlington,79,2/16/2019
2.02E+11,Southern Mississippi,77,Texas-El Paso,47,2/16/2019
2.02E+11,Louisiana Tech,72,Texas-San Antonio,67,2/16/2019
2.02E+11,Grambling,85,Texas Southern,86,2/16/2019
2.02E+11,Little Rock,60,Texas State,67,2/16/2019
2.02E+11,Stanford,104,UCLA,80,2/16/2019
2.02E+11,Air Force,62,Utah State,76,2/16/2019
2.02E+11,Texas-Rio Grande Valley,64,Utah Valley,76,2/16/2019
2.02E+11,Drake,84,Valparaiso,79,2/16/2019
2.02E+11,Hartford,75,Vermont,77,2/16/2019
2.02E+11,Dayton,68,Virginia Commonwealth,69,2/16/2019
2.02E+11,Furman,96,Virginia Military Institute,62,2/16/2019
2.02E+11,Mount St. Mary's,56,Wagner,58,2/16/2019
2.02E+11,Washington State,70,Washington,72,2/16/2019
2.02E+11,Elon,74,William & Mary,84,2/16/2019
2.02E+11,Gardner-Webb,64,Winthrop,60,2/16/2019
2.02E+11,Providence,61,Xavier,75,2/16/2019
2.02E+11,Cornell,92,Yale,98,2/16/2019
2.02E+11,Tulane,50,Houston,85,2/17/2019
2.02E+11,Michigan State,62,Ohio State,44,2/17/2019
2.02E+11,St. John's (NY),71,Villanova,65,2/17/2019
2.02E+11,Maine,54,Albany (NY),63,2/17/2019
2.02E+11,Colorado,67,Arizona,60,2/17/2019
2.02E+11,Hawaii,87,UC-Riverside,64,2/17/2019
2.02E+11,Niagara,78,Fairfield,73,2/17/2019
2.02E+11,St. Bonaventure,79,George Mason,56,2/17/2019
2.02E+11,Loyola (MD),64,Lafayette,69,2/17/2019
2.02E+11,Canisius,65,Manhattan,70,2/17/2019
2.02E+11,Monmouth,67,Marist,75,2/17/2019
2.02E+11,Boston College,64,Miami (FL),57,2/17/2019
2.02E+11,Loyola (IL),61,Missouri State,65,2/17/2019
2.02E+11,Evansville,58,Northern Iowa,73,2/17/2019
2.02E+11,Siena,100,Quinnipiac,107,2/17/2019
2.02E+11,Saint Peter's,65,Rider,71,2/17/2019
2.02E+11,Creighton,75,Seton Hall,81,2/17/2019
2.02E+11,East Carolina,73,Tulsa,77,2/17/2019
2.02E+11,Cincinnati,72,Wichita State,62,2/17/2019
2.02E+11,Virginia Tech,58,Virginia,64,2/18/2019
2.02E+11,Wisconsin,64,Illinois,58,2/18/2019
2.02E+11,West Virginia,51,Kansas State,65,2/18/2019
2.02E+11,Arkansas-Pine Bluff,73,Alcorn State,62,2/18/2019
2.02E+11,Savannah State,79,Bethune-Cookman,70,2/18/2019
2.02E+11,Holy Cross,60,Boston University,70,2/18/2019
2.02E+11,South Carolina State,57,Florida A&M,54,2/18/2019
2.02E+11,Eastern Washington,82,Idaho,57,2/18/2019
2.02E+11,Norfolk State,76,North Carolina A&T,58,2/18/2019
2.02E+11,Howard,90,North Carolina Central,98,2/18/2019
2.02E+11,Grambling,87,Prairie View,92,2/18/2019
2.02E+11,Mississippi Valley State,70,Southern,59,2/18/2019
2.02E+11,Oklahoma State,68,Texas Christian,61,2/18/2019
2.02E+11,Jackson State,65,Texas Southern,77,2/18/2019
2.02E+11,Missouri,58,Kentucky,66,2/19/2019
2.02E+11,Tennessee,58,Vanderbilt,46,2/19/2019
2.02E+11,Indiana,46,Purdue,48,2/19/2019
2.02E+11,Clemson,64,Florida State,77,2/19/2019
2.02E+11,Iowa State,69,Baylor,73,2/19/2019
2.02E+11,Iowa,65,Maryland,66,2/19/2019
2.02E+11,Buffalo,114,Ohio,67,2/19/2019
2.02E+11,Bowling Green State,73,Akron,69,2/19/2019
2.02E+11,Texas A&M,65,Alabama,56,2/19/2019
2.02E+11,Miami (OH),69,Ball State,66,2/19/2019
2.02E+11,Drake,77,Bradley,68,2/19/2019
2.02E+11,Colgate,75,Bucknell,64,2/19/2019
2.02E+11,Davidson,73,Dayton,74,2/19/2019
2.02E+11,South Florida,95,Florida College,54,2/19/2019
2.02E+11,Quinnipiac,77,Iona,81,2/19/2019
2.02E+11,Central Michigan,84,Kent State,74,2/19/2019
2.02E+11,South Carolina,79,Mississippi,64,2/19/2019
2.02E+11,Penn State,95,Nebraska,71,2/19/2019
2.02E+11,Wyoming,56,Nevada-Las Vegas,66,2/19/2019
2.02E+11,Virginia Commonwealth,76,Rhode Island,42,2/19/2019
2.02E+11,Siena,72,Saint Peter's,62,2/19/2019
2.02E+11,New Mexico State,80,Texas A&M-International,42,2/19/2019
2.02E+11,Eastern Michigan,76,Toledo,69,2/19/2019
2.02E+11,Notre Dame,68,Wake Forest,75,2/19/2019
2.02E+11,Texas-Rio Grande Valley,85,Wayland Baptist,66,2/19/2019
2.02E+11,Duke,72,North Carolina,88,2/20/2019
2.02E+11,San Diego State,65,Nevada,57,2/20/2019
2.02E+11,Michigan State,71,Rutgers,60,2/20/2019
2.02E+11,Marquette,79,Butler,69,2/20/2019
2.02E+11,Louisiana State,77,Florida,82,2/20/2019
2.02E+11,Georgetown,85,Villanova,73,2/20/2019
2.02E+11,Syracuse,69,Louisville,49,2/20/2019
2.02E+11,Fresno State,61,Air Force,64,2/20/2019
2.02E+11,Lafayette,70,American,68,2/20/2019
2.02E+11,Auburn,79,Arkansas,56,2/20/2019
2.02E+11,Lehigh,91,Army,81,2/20/2019
2.02E+11,North Carolina State,89,Boston College,80,2/20/2019
2.02E+11,Long Beach State,80,Cal State Northridge,78,2/20/2019
2.02E+11,McNeese State,83,Central Arkansas,75,2/20/2019
2.02E+11,Washington State,76,Colorado,74,2/20/2019
2.02E+11,San Jose State,70,Colorado State,91,2/20/2019
2.02E+11,DePaul,67,Creighton,79,2/20/2019
2.02E+11,South Dakota,72,Denver,45,2/20/2019
2.02E+11,Loyola (IL),70,Evansville,58,2/20/2019
2.02E+11,Richmond,72,Fordham,69,2/20/2019
2.02E+11,Indiana State,73,Illinois State,50,2/20/2019
2.02E+11,St. Bonaventure,62,La Salle,60,2/20/2019
2.02E+11,Incarnate Word,58,Lamar,76,2/20/2019
2.02E+11,Florida Gulf Coast,67,Lipscomb,61,2/20/2019
2.02E+11,George Washington,79,Massachusetts,67,2/20/2019
2.02E+11,Georgia,67,Mississippi State,68,2/20/2019
2.02E+11,Utah State,71,New Mexico,55,2/20/2019
2.02E+11,Sam Houston State,84,Nicholls State,74,2/20/2019
2.02E+11,Kennesaw State,61,North Alabama,76,2/20/2019
2.02E+11,Jacksonville,73,North Florida,80,2/20/2019
2.02E+11,Missouri State,43,Northern Iowa,63,2/20/2019
2.02E+11,Ohio State,63,Northwestern,49,2/20/2019
2.02E+11,Houston Baptist,92,Northwestern State,54,2/20/2019
2.02E+11,Georgia Tech,73,Pittsburgh,65,2/20/2019
2.02E+11,New Orleans,89,Southeastern Louisiana,68,2/20/2019
2.02E+11,Valparaiso,55,Southern Illinois,52,2/20/2019
2.02E+11,Providence,78,St. John's (NY),59,2/20/2019
2.02E+11,Arizona State,80,Stanford,62,2/20/2019
2.02E+11,NJIT,82,Stetson,77,2/20/2019
2.02E+11,Stephen F. Austin,55,Texas A&M-Corpus Christi,65,2/20/2019
2.02E+11,Memphis,102,Tulane,76,2/20/2019
2.02E+11,Washington,62,Utah,45,2/20/2019
2.02E+11,Omaha,77,Western Illinois,63,2/20/2019
2.02E+11,Tulsa,60,Wichita State,81,2/20/2019
2.02E+11,Seton Hall,69,Xavier,70,2/20/2019
2.02E+11,Gonzaga,92,Pepperdine,64,2/21/2019
2.02E+11,Minnesota,60,Michigan,69,2/21/2019
2.02E+11,Stony Brook,70,Albany (NY),74,2/21/2019
2.02E+11,Massachusetts-Lowell,66,Binghamton,81,2/21/2019
2.02E+11,UC-Irvine,74,Cal Poly,47,2/21/2019
2.02E+11,Arizona,76,University of California,51,2/21/2019
2.02E+11,Grand Canyon,91,California Baptist,58,2/21/2019
2.02E+11,Cal State Fullerton,62,UC-Davis,58,2/21/2019
2.02E+11,Cincinnati,60,Central Florida,55,2/21/2019
2.02E+11,Citadel,65,Chattanooga,68,2/21/2019
2.02E+11,Utah Valley,103,Chicago State,71,2/21/2019
2.02E+11,Wright State,87,Cleveland State,61,2/21/2019
2.02E+11,William & Mary,86,College of Charleston,84,2/21/2019
2.02E+11,Southern Methodist,77,Connecticut,59,2/21/2019
2.02E+11,Virginia Military Institute,70,East Tennessee State,94,2/21/2019
2.02E+11,Belmont,99,Eastern Illinois,58,2/21/2019
2.02E+11,Tennessee Tech,66,Eastern Kentucky,67,2/21/2019
2.02E+11,Southern Utah,76,Eastern Washington,62,2/21/2019
2.02E+11,North Carolina-Asheville,55,Gardner-Webb,65,2/21/2019
2.02E+11,Coastal Carolina,74,Georgia Southern,79,2/21/2019
2.02E+11,Appalachian State,75,Georgia State,80,2/21/2019
2.02E+11,New Hampshire,50,Hartford,70,2/21/2019
2.02E+11,UC-Santa Barbara,79,Hawaii,61,2/21/2019
2.02E+11,Campbell,61,High Point,48,2/21/2019
2.02E+11,Northern Arizona,75,Idaho,54,2/21/2019
2.02E+11,Portland State,99,Idaho State,93,2/21/2019
2.02E+11,South Dakota State,92,Purdue-Fort Wayne,83,2/21/2019
2.02E+11,Northeastern,76,James Madison,60,2/21/2019
2.02E+11,Robert Morris,62,Long Island University,49,2/21/2019
2.02E+11,Hampton,86,Longwood,66,2/21/2019
2.02E+11,Texas-Arlington,64,Louisiana,76,2/21/2019
2.02E+11,Texas State,60,Louisiana-Monroe,63,2/21/2019
2.02E+11,Seattle,69,Missouri-Kansas City,64,2/21/2019
2.02E+11,Jacksonville State,65,Morehead State,64,2/21/2019
2.02E+11,Central Connecticut State,66,Mount St. Mary's,79,2/21/2019
2.02E+11,Loyola (MD),79,Navy,70,2/21/2019
2.02E+11,Elon,84,North Carolina-Wilmington,77,2/21/2019
2.02E+11,Southern California,66,Oregon,49,2/21/2019
2.02E+11,UCLA,68,Oregon State,67,2/21/2019
2.02E+11,San Diego,63,Portland,52,2/21/2019
2.02E+11,Fairleigh Dickinson,81,Sacred Heart,63,2/21/2019
2.02E+11,Pacific,32,Saint Mary's (CA),58,2/21/2019
2.02E+11,Mercer,65,Samford,62,2/21/2019
2.02E+11,Brigham Young,71,San Francisco,77,2/21/2019
2.02E+11,Charleston Southern,92,South Carolina Upstate,60,2/21/2019
2.02E+11,Austin Peay,83,Southeast Missouri State,70,2/21/2019
2.02E+11,Tennessee State,84,Southern Illinois-Edwardsville,85,2/21/2019
2.02E+11,Saint Francis (PA),81,St. Francis (NY),71,2/21/2019
2.02E+11,Murray State,85,Tennessee-Martin,75,2/21/2019
2.02E+11,Hofstra,91,Towson,82,2/21/2019
2.02E+11,Maryland-Baltimore County,65,Vermont,56,2/21/2019
2.02E+11,Bryant,67,Wagner,65,2/21/2019
2.02E+11,Sacramento State,78,Weber State,76,2/21/2019
2.02E+11,North Carolina-Greensboro,79,Western Carolina,76,2/21/2019
2.02E+11,Radford,87,Winthrop,81,2/21/2019
2.02E+11,Northern Kentucky,76,Youngstown State,69,2/21/2019
2.02E+11,Iowa,76,Indiana,70,2/22/2019
2.02E+11,Buffalo,80,Kent State,57,2/22/2019
2.02E+11,Ohio,92,Bowling Green State,87,2/22/2019
2.02E+11,Monmouth,59,Canisius,60,2/22/2019
2.02E+11,Pennsylvania,77,Columbia,79,2/22/2019
2.02E+11,Princeton,68,Cornell,59,2/22/2019
2.02E+11,Yale,77,Dartmouth,59,2/22/2019
2.02E+11,Rhode Island,66,Davidson,75,2/22/2019
2.02E+11,Illinois-Chicago,62,Green Bay,63,2/22/2019
2.02E+11,Brown,88,Harvard,79,2/22/2019
2.02E+11,Manhattan,52,Iona,66,2/22/2019
2.02E+11,IUPUI,67,Milwaukee,60,2/22/2019
2.02E+11,Rider,97,Niagara,81,2/22/2019
2.02E+11,Marist,59,Saint Peter's,65,2/22/2019
2.02E+11,Syracuse,65,Duke,75,2/23/2019
2.02E+11,Gonzaga,102,Brigham Young,68,2/23/2019
2.02E+11,Louisville,52,Virginia,64,2/23/2019
2.02E+11,Kentucky,80,Auburn,53,2/23/2019
2.02E+11,Louisiana State,82,Tennessee,80,2/23/2019
2.02E+11,Nevada,74,Fresno State,68,2/23/2019
2.02E+11,North Carolina,77,Florida State,59,2/23/2019
2.02E+11,Houston,71,South Florida,59,2/23/2019
2.02E+11,Providence,58,Marquette,76,2/23/2019
2.02E+11,Texas Tech,91,Kansas,62,2/23/2019
2.02E+11,Nebraska,72,Purdue,75,2/23/2019
2.02E+11,Texas Christian,75,Iowa State,72,2/23/2019
2.02E+11,Notre Dame,59,Virginia Tech,67,2/23/2019
2.02E+11,Northwestern,64,Wisconsin,69,2/23/2019
2.02E+11,Kansas State,85,Oklahoma State,46,2/23/2019
2.02E+11,Maryland,72,Ohio State,62,2/23/2019
2.02E+11,Southern,59,Alabama A&M,49,2/23/2019
2.02E+11,Southern Mississippi,72,Alabama-Birmingham,76,2/23/2019
2.02E+11,Alcorn State,74,Alabama State,69,2/23/2019
2.02E+11,Arkansas State,72,Little Rock,65,2/23/2019
2.02E+11,Texas Southern,94,Arkansas-Pine Bluff,74,2/23/2019
2.02E+11,Clemson,76,Boston College,66,2/23/2019
2.02E+11,UC-Santa Barbara,82,Cal State Fullerton,67,2/23/2019
2.02E+11,Cal State Bakersfield,58,California Baptist,72,2/23/2019
2.02E+11,Cal State Northridge,81,UC-Davis,76,2/23/2019
2.02E+11,Longwood,72,Campbell,74,2/23/2019
2.02E+11,Nicholls State,100,Central Arkansas,57,2/23/2019
2.02E+11,Ball State,57,Central Michigan,64,2/23/2019
2.02E+11,Winthrop,80,Charleston Southern,78,2/23/2019
2.02E+11,Middle Tennessee,86,Charlotte,67,2/23/2019
2.02E+11,Mercer,74,Chattanooga,69,2/23/2019
2.02E+11,Seattle,77,Chicago State,57,2/23/2019
2.02E+11,Northern Kentucky,77,Cleveland State,83,2/23/2019
2.02E+11,Elon,74,College of Charleston,84,2/23/2019
2.02E+11,Washington,64,Colorado,55,2/23/2019
2.02E+11,Princeton,79,Columbia,61,2/23/2019
2.02E+11,Pennsylvania,68,Cornell,50,2/23/2019
2.02E+11,Brown,68,Dartmouth,65,2/23/2019
2.02E+11,Drexel,68,Delaware,60,2/23/2019
2.02E+11,North Dakota,81,Denver,63,2/23/2019
2.02E+11,Oakland,95,Detroit Mercy,75,2/23/2019
2.02E+11,George Mason,78,Duquesne,79,2/23/2019
2.02E+11,Tulane,81,East Carolina,85,2/23/2019
2.02E+11,Tennessee State,75,Eastern Illinois,60,2/23/2019
2.02E+11,Jacksonville State,104,Eastern Kentucky,101,2/23/2019
2.02E+11,Northern Arizona,73,Eastern Washington,86,2/23/2019
2.02E+11,Bradley,63,Evansville,61,2/23/2019
2.02E+11,Bethune-Cookman,67,Florida A&M,54,2/23/2019
