gameid,home,homescore,away,awayscore,date
2.02E+11,East Tennessee State,80,Tennessee-Martin,62,12/8/2018
2.02E+11,North Texas,63,Texas-Arlington,61,12/8/2018
2.02E+11,Marshall,74,Toledo,75,12/8/2018
2.02E+11,Indiana State,77,Truman State,69,12/8/2018
2.02E+11,South Alabama,81,Tulane,60,12/8/2018
2.02E+11,Northern Arizona,78,Utah Valley,98,12/8/2018
2.02E+11,George Washington,79,Valparaiso,82,12/8/2018
2.02E+11,Utah State,76,Weber State,67,12/8/2018
2.02E+11,North Carolina-Asheville,59,Western Carolina,71,12/8/2018
2.02E+11,Arkansas,77,Western Kentucky,78,12/8/2018
2.02E+11,Youngstown State,77,Western Michigan,88,12/8/2018
2.02E+11,Oklahoma,80,Wichita State,48,12/8/2018
2.02E+11,Hampton,71,William & Mary,76,12/8/2018
2.02E+11,Kent State,83,Wright State,76,12/8/2018
2.02E+11,Cincinnati,62,Xavier,47,12/8/2018
2.02E+11,Gonzaga,73,Tennessee,76,12/9/2018
2.02E+11,Virginia,57,Virginia Commonwealth,49,12/9/2018
2.02E+11,Grand Canyon,66,Nevada,74,12/9/2018
2.02E+11,Virginia Tech,81,South Carolina State,44,12/9/2018
2.02E+11,Alabama,76,Arizona,73,12/9/2018
2.02E+11,Evansville,89,Ball State,77,12/9/2018
2.02E+11,San Diego,82,Cal State Northridge,68,12/9/2018
2.02E+11,Wofford,82,Coastal Carolina,71,12/9/2018
2.02E+11,Iona,71,Columbia,74,12/9/2018
2.02E+11,Old Dominion,79,Fairfield,69,12/9/2018
2.02E+11,Alcorn State,75,Fisk,45,12/9/2018
2.02E+11,Georgia Tech,73,Florida A&M,40,12/9/2018
2.02E+11,College of Charleston,87,Georgia College,69,12/9/2018
2.02E+11,Tennessee Tech,97,Hiwassee,60,12/9/2018
2.02E+11,Louisiana State,91,Incarnate Word,50,12/9/2018
2.02E+11,Duquesne,80,Longwood,71,12/9/2018
2.02E+11,North Dakota,83,Milwaukee,72,12/9/2018
2.02E+11,Washington State,90,Montana State,95,12/9/2018
2.02E+11,Lipscomb,107,Navy,81,12/9/2018
2.02E+11,Niagara,71,New Hampshire,67,12/9/2018
2.02E+11,Wagner,105,New Rochelle,57,12/9/2018
2.02E+11,Cleveland State,77,Notre Dame (CA),56,12/9/2018
2.02E+11,Saint Louis,65,Oregon State,61,12/9/2018
2.02E+11,St. John's (NY),89,Princeton,74,12/9/2018
2.02E+11,Texas,72,Purdue,68,12/9/2018
2.02E+11,Delaware,88,Saint Francis (PA),83,12/9/2018
2.02E+11,Alabama A&M,59,Samford,77,12/9/2018
2.02E+11,Washington,70,Seattle,62,12/9/2018
2.02E+11,Santa Clara,82,Sonoma State,54,12/9/2018
2.02E+11,Iowa State,101,Southern,65,12/9/2018
2.02E+11,Coppin State,55,Tennessee State,64,12/9/2018
2.02E+11,Chattanooga,83,Virginia Military Institute,65,12/9/2018
2.02E+11,Denver,93,Western State,69,12/9/2018
2.02E+11,Saint Mary's (CA),81,Cal State Fullerton,66,12/10/2018
2.02E+11,Arkansas-Pine Bluff,84,Champion Baptist,51,12/10/2018
2.02E+11,Manhattan,50,Hofstra,80,12/10/2018
2.02E+11,Pacific,74,Long Beach State,68,12/10/2018
2.02E+11,Maine,98,Maine-Machias,43,12/10/2018
2.02E+11,Marshall,76,Morehead State,64,12/10/2018
2.02E+11,Dartmouth,82,Sacred Heart,73,12/10/2018
2.02E+11,Pennsylvania,78,Villanova,75,12/11/2018
2.02E+11,Furman,77,Charleston Southern,69,12/11/2018
2.02E+11,Yale,71,Albany (NY),63,12/11/2018
2.02E+11,New Mexico,75,Colorado,78,12/11/2018
2.02E+11,Wyoming,87,Denver,90,12/11/2018
2.02E+11,Jackson State,77,Fisk,56,12/11/2018
2.02E+11,Central Florida,95,Georgia Southern,88,12/11/2018
2.02E+11,Louisiana-Monroe,72,Grambling,67,12/11/2018
2.02E+11,Sacramento State,81,Holy Names,56,12/11/2018
2.02E+11,Northern Colorado,118,Johnson & Wales,52,12/11/2018
2.02E+11,Maryland,94,Loyola (MD),71,12/11/2018
2.02E+11,St. Francis (NY),75,Massachusetts-Lowell,69,12/11/2018
2.02E+11,Little Rock,67,Miles,47,12/11/2018
2.02E+11,Southern Mississippi,81,Millsaps,47,12/11/2018
2.02E+11,Louisiana Tech,96,Mississippi Valley State,80,12/11/2018
2.02E+11,Fordham,50,NJIT,53,12/11/2018
2.02E+11,Minnesota,80,North Florida,71,12/11/2018
2.02E+11,Louisiana,122,Prairie View,90,12/11/2018
2.02E+11,South Dakota State,139,Savannah State,72,12/11/2018
2.02E+11,Liberty,79,South Carolina State,55,12/11/2018
2.02E+11,Maryland-Baltimore County,76,Towson,80,12/11/2018
2.02E+11,Green Bay,112,Wisconsin-Stout,46,12/11/2018
2.02E+11,Texas Tech,79,Northwestern State,44,12/12/2018
2.02E+11,Houston,82,Louisiana State,76,12/12/2018
2.02E+11,Boise State,67,Alabama State,57,12/12/2018
2.02E+11,Fairleigh Dickinson,93,Army,84,12/12/2018
2.02E+11,South Dakota,78,Bellevue,52,12/12/2018
2.02E+11,San Diego State,99,Cal State Dominguez Hills,46,12/12/2018
2.02E+11,Troy,88,Carver Bible,43,12/12/2018
2.02E+11,Georgia State,95,Chattanooga,88,12/12/2018
2.02E+11,DePaul,104,Chicago State,70,12/12/2018
2.02E+11,Boston College,82,Columbia,73,12/12/2018
2.02E+11,North Carolina-Greensboro,77,Coppin State,54,12/12/2018
2.02E+11,Bryant,74,Hartford,91,12/12/2018
2.02E+11,IUPUI,116,Indiana-Northwest,79,12/12/2018
2.02E+11,Wichita State,69,Jacksonville State,65,12/12/2018
2.02E+11,Louisville,72,Lipscomb,68,12/12/2018
2.02E+11,Stony Brook,83,Long Island University,79,12/12/2018
2.02E+11,Temple,65,Massachusetts,63,12/12/2018
2.02E+11,Southern Illinois,52,Murray State,80,12/12/2018
2.02E+11,Rider,81,Norfolk State,71,12/12/2018
2.02E+11,Brigham Young,85,Portland State,66,12/12/2018
2.02E+11,Oregon,65,San Diego,55,12/12/2018
2.02E+11,Mississippi,69,Southeastern Louisiana,47,12/12/2018
2.02E+11,Presbyterian,103,Virginia Military Institute,70,12/12/2018
2.02E+11,Wisconsin,101,Savannah State,60,12/13/2018
2.02E+11,Longwood,81,Averett,57,12/13/2018
2.02E+11,Dartmouth,78,Boston University,68,12/13/2018
2.02E+11,Campbell,100,Central Pennsylvania College,53,12/13/2018
2.02E+11,San Francisco,85,Eastern Washington,63,12/13/2018
2.02E+11,North Alabama,90,Huntingdon,58,12/13/2018
2.02E+11,Gardner-Webb,81,Kennesaw State,77,12/13/2018
2.02E+11,Cal State Bakersfield,86,Lamar,65,12/13/2018
2.02E+11,Duquesne,72,Maryland-Eastern Shore,57,12/13/2018
2.02E+11,Missouri-Kansas City,66,Milwaukee,69,12/13/2018
2.02E+11,Santa Clara,82,Mississippi Valley State,54,12/13/2018
2.02E+11,Samford,77,Morehead State,72,12/13/2018
2.02E+11,Tulsa,70,New Orleans,60,12/13/2018
2.02E+11,McNeese State,77,North Carolina Central,61,12/13/2018
2.02E+11,Florida International,102,North Florida,89,12/13/2018
2.02E+11,Wright State,91,Northwestern Ohio,52,12/13/2018
2.02E+11,Rice,78,St. Edward's,73,12/13/2018
2.02E+11,Sacramento State,89,Westcliff,40,12/13/2018
2.02E+11,Houston Baptist,107,Arlington Baptist,70,12/14/2018
2.02E+11,Georgia Southern,101,Brewton-Parker,64,12/14/2018
2.02E+11,Arkansas State,75,Florida Atlantic,71,12/14/2018
2.02E+11,Creighton,86,Green Bay,65,12/14/2018
2.02E+11,George Washington,70,Howard,64,12/14/2018
2.02E+11,DePaul,90,Illinois-Chicago,70,12/14/2018
2.02E+11,North Dakota,83,Mayville State,66,12/14/2018
2.02E+11,Kansas,74,Villanova,71,12/15/2018
2.02E+11,Memphis,92,Tennessee,102,12/15/2018
2.02E+11,North Carolina,103,Gonzaga,90,12/15/2018
2.02E+11,Michigan,70,Western Michigan,62,12/15/2018
2.02E+11,Nevada,72,South Dakota State,68,12/15/2018
2.02E+11,Alabama-Birmingham,71,Auburn,75,12/15/2018
2.02E+11,Texas Tech,82,Abilene Christian,48,12/15/2018
2.02E+11,Washington,61,Virginia Tech,73,12/15/2018
2.02E+11,Buffalo,73,Southern Illinois,65,12/15/2018
2.02E+11,Ohio State,73,Bucknell,71,12/15/2018
2.02E+11,Mississippi State,70,Cincinnati,59,12/15/2018
2.02E+11,Kentucky,88,Utah,61,12/15/2018
2.02E+11,Georgia,74,Arizona State,76,12/15/2018
2.02E+11,Northern Iowa,54,Iowa,77,12/15/2018
2.02E+11,Furman,93,North Carolina-Wilmington,50,12/15/2018
2.02E+11,Indiana,71,Butler,68,12/15/2018
2.02E+11,Kansas State,71,Georgia State,59,12/15/2018
2.02E+11,Syracuse,62,Old Dominion,68,12/15/2018
2.02E+11,Utah State,86,Alabama State,48,12/15/2018
2.02E+11,South Florida,76,Appalachian State,69,12/15/2018
2.02E+11,Arizona,49,Baylor,58,12/15/2018
2.02E+11,UCLA,72,Belmont,74,12/15/2018
2.02E+11,Oregon,66,Boise State,54,12/15/2018
2.02E+11,Tennessee-Martin,108,Brescia,79,12/15/2018
2.02E+11,Nevada-Las Vegas,92,Brigham Young,90,12/15/2018
2.02E+11,University of California,67,Cal Poly,66,12/15/2018
2.02E+11,Rice,89,UC-Santa Barbara,99,12/15/2018
2.02E+11,North Florida,68,Charleston Southern,61,12/15/2018
2.02E+11,Virginia Commonwealth,79,College of Charleston,83,12/15/2018
2.02E+11,Albany (NY),52,Dartmouth,61,12/15/2018
2.02E+11,Temple,77,Davidson,75,12/15/2018
2.02E+11,UC-Irvine,86,Denver,52,12/15/2018
2.02E+11,Iowa State,77,Drake,68,12/15/2018
2.02E+11,Illinois,73,East Tennessee State,55,12/15/2018
2.02E+11,Bradley,66,Eastern Illinois,73,12/15/2018
2.02E+11,Xavier,95,Eastern Kentucky,77,12/15/2018
2.02E+11,Stanford,78,Eastern Washington,62,12/15/2018
2.02E+11,Portland,58,Grambling,70,12/15/2018
2.02E+11,Texas,98,Grand Canyon,60,12/15/2018
2.02E+11,Austin Peay,95,Purdue-Fort Wayne,68,12/15/2018
2.02E+11,Murray State,74,Jackson State,57,12/15/2018
2.02E+11,Bethune-Cookman,71,Jacksonville,79,12/15/2018
2.02E+11,Evansville,50,Jacksonville State,55,12/15/2018
2.02E+11,Louisville,83,Kent State,70,12/15/2018
2.02E+11,Liberty,96,Kentucky Christian,55,12/15/2018
2.02E+11,Saint Mary's (CA),74,Louisiana State,78,12/15/2018
2.02E+11,Louisiana,62,Louisiana Tech,83,12/15/2018
2.02E+11,Portland State,58,Loyola Marymount,85,12/15/2018
2.02E+11,Connecticut,61,Manhattan,46,12/15/2018
2.02E+11,Colgate,82,Marist,66,12/15/2018
2.02E+11,Akron,74,Marshall,75,12/15/2018
2.02E+11,Pittsburgh,78,Maryland-Eastern Shore,43,12/15/2018
2.02E+11,Missouri-Kansas City,80,McNeese State,67,12/15/2018
2.02E+11,Toledo,84,Middle Tennessee,62,12/15/2018
2.02E+11,North Dakota State,74,Missouri State,67,12/15/2018
2.02E+11,Idaho,80,Omaha,89,12/15/2018
2.02E+11,Boston University,75,Nicholls State,63,12/15/2018
2.02E+11,Fairleigh Dickinson,80,NJIT,90,12/15/2018
2.02E+11,North Carolina-Greensboro,53,North Alabama,48,12/15/2018
2.02E+11,Wofford,92,North Carolina-Asheville,49,12/15/2018
2.02E+11,Tennessee State,76,North Carolina A&T,78,12/15/2018
2.02E+11,Penn State,78,North Carolina State,89,12/15/2018
2.02E+11,San Jose State,79,Northern Arizona,74,12/15/2018
2.02E+11,San Diego,85,Northern Colorado,65,12/15/2018
2.02E+11,Purdue,80,Notre Dame,88,12/15/2018
2.02E+11,Detroit Mercy,61,Ohio,63,12/15/2018
2.02E+11,Richmond,52,Oral Roberts,59,12/15/2018
2.02E+11,Southern Utah,78,Pepperdine,69,12/15/2018
2.02E+11,Iona,81,Princeton,85,12/15/2018
2.02E+11,Clemson,74,Radford,66,12/15/2018
2.02E+11,Rider,69,Robert Morris,50,12/15/2018
2.02E+11,Seton Hall,72,Rutgers,66,12/15/2018
2.02E+11,Hampton,72,Saint Leo,60,12/15/2018
2.02E+11,St. Francis (NY),56,Saint Peter's,53,12/15/2018
2.02E+11,South Carolina Upstate,88,South Carolina State,84,12/15/2018
2.02E+11,Citadel,86,Southeast Missouri State,74,12/15/2018
2.02E+11,Northwestern State,69,Southern,66,12/15/2018
2.02E+11,Oklahoma,81,Southern California,70,12/15/2018
2.02E+11,Georgetown,73,Southern Methodist,81,12/15/2018
2.02E+11,Wichita State,63,Southern Mississippi,60,12/15/2018
2.02E+11,Louisiana-Monroe,74,Stephen F. Austin,58,12/15/2018
2.02E+11,Kennesaw State,73,Tennessee Tech,68,12/15/2018
2.02E+11,Oregon State,64,Texas A&M,67,12/15/2018
2.02E+11,Arkansas,79,Texas-San Antonio,67,12/15/2018
2.02E+11,Texas-Rio Grande Valley,68,Texas State,77,12/15/2018
2.02E+11,Presbyterian,87,Trinity Baptist,44,12/15/2018
2.02E+11,Weber State,63,Utah Valley,75,12/15/2018
2.02E+11,High Point,86,Western Carolina,59,12/15/2018
2.02E+11,IUPUI,82,Western Illinois,68,12/15/2018
2.02E+11,Mount St. Mary's,74,Wilson,59,12/15/2018
2.02E+11,Binghamton,48,Youngstown State,58,12/15/2018
2.02E+11,Michigan State,104,Green Bay,83,12/16/2018
2.02E+11,Houston,68,Saint Louis,64,12/16/2018
2.02E+11,San Francisco,68,Cal State Fullerton,54,12/16/2018
2.02E+11,Texas-El Paso,68,UC-Riverside,56,12/16/2018
2.02E+11,Elon,91,Canisius,92,12/16/2018
2.02E+11,New Mexico,82,Central Arkansas,70,12/16/2018
2.02E+11,Providence,87,Central Connecticut State,63,12/16/2018
2.02E+11,Mississippi,90,Chattanooga,70,12/16/2018
2.02E+11,Illinois State,88,Cleveland State,77,12/16/2018
2.02E+11,Niagara,77,Cornell,74,12/16/2018
2.02E+11,Tulsa,72,Dayton,67,12/16/2018
2.02E+11,Stony Brook,74,Delaware,68,12/16/2018
2.02E+11,Quinnipiac,83,Drexel,92,12/16/2018
2.02E+11,Boston College,77,Fairfield,67,12/16/2018
2.02E+11,Bowling Green State,82,Findlay,57,12/16/2018
2.02E+11,Maryland-Baltimore County,53,Florida Gulf Coast,76,12/16/2018
2.02E+11,Winthrop,109,Hiwassee,66,12/16/2018
2.02E+11,Fordham,74,Howard,67,12/16/2018
2.02E+11,Texas Christian,90,Indiana State,70,12/16/2018
2.02E+11,Duquesne,72,Maine,46,12/16/2018
2.02E+11,Northern Kentucky,72,Miami (OH),66,12/16/2018
2.02E+11,Hawaii,76,Mississippi Valley State,51,12/16/2018
2.02E+11,Oklahoma State,56,Nebraska,79,12/16/2018
2.02E+11,Loyola (IL),80,Norfolk State,49,12/16/2018
2.02E+11,Coastal Carolina,69,North Carolina Central,65,12/16/2018
2.02E+11,Vermont,75,Northeastern,70,12/16/2018
2.02E+11,Hartford,87,Oakland,82,12/16/2018
2.02E+11,Cal State Northridge,77,Pacific,79,12/16/2018
2.02E+11,William & Mary,106,Peace,89,12/16/2018
2.02E+11,West Virginia,70,Rhode Island,83,12/16/2018
2.02E+11,Colorado State,63,South Dakota,68,12/16/2018
2.02E+11,Central Florida,90,Stetson,65,12/16/2018
2.02E+11,Western Kentucky,81,Troy,87,12/16/2018
2.02E+11,St. John's (NY),73,Wagner,58,12/16/2018
2.02E+11,UC-Davis,83,William Jessup,65,12/16/2018
2.02E+11,Milwaukee,87,Wisconsin Lutheran,64,12/16/2018
2.02E+11,Florida State,85,Southeast Missouri State,68,12/17/2018
2.02E+11,Vanderbilt,81,Arizona State,65,12/17/2018
2.02E+11,Valparaiso,61,Ball State,77,12/17/2018
2.02E+11,Texas-San Antonio,101,Bethany College (KS),77,12/17/2018
2.02E+11,Southeastern Louisiana,52,California Baptist,73,12/17/2018
2.02E+11,Northwestern,88,Chicago State,46,12/17/2018
2.02E+11,Lipscomb,119,Covenant,48,12/17/2018
2.02E+11,Wake Forest,67,Davidson,63,12/17/2018
2.02E+11,Utah,93,Florida A&M,64,12/17/2018
2.02E+11,Georgia Tech,69,Gardner-Webb,79,12/17/2018
2.02E+11,Samford,85,Houston Baptist,61,12/17/2018
2.02E+11,Illinois-Chicago,63,Incarnate Word,57,12/17/2018
2.02E+11,Cornell,70,Longwood,64,12/17/2018
2.02E+11,High Point,90,North Carolina Wesleyan,85,12/17/2018
2.02E+11,Montana,60,North Dakota State,53,12/17/2018
2.02E+11,New Mexico State,74,Northern Colorado,62,12/17/2018
2.02E+11,Oregon State,82,Pepperdine,67,12/17/2018
2.02E+11,Washington State,94,Rider,80,12/17/2018
2.02E+11,Portland,56,Seattle,67,12/17/2018
2.02E+11,Drake,79,Southern Illinois-Edwardsville,66,12/17/2018
2.02E+11,Tulane,77,Texas Southern,70,12/17/2018
2.02E+11,Northern Illinois,91,Western Illinois,76,12/17/2018
2.02E+11,Morgan State,85,Wilmington (DE),78,12/17/2018
2.02E+11,Kansas,89,South Dakota,53,12/18/2018
2.02E+11,Duke,101,Princeton,50,12/18/2018
2.02E+11,Gonzaga,89,Texas-Arlington,55,12/18/2018
2.02E+11,Syracuse,59,Buffalo,71,12/18/2018
2.02E+11,Ohio State,75,Youngstown State,56,12/18/2018
2.02E+11,Marquette,92,North Dakota,66,12/18/2018
2.02E+11,Iowa,78,Western Carolina,60,12/18/2018
2.02E+11,Sam Houston State,78,Alabama State,57,12/18/2018
2.02E+11,Providence,73,Albany (NY),43,12/18/2018
2.02E+11,Alabama-Birmingham,76,Alcorn State,49,12/18/2018
2.02E+11,Georgetown,83,Appalachian State,73,12/18/2018
2.02E+11,Loyola (IL),75,Benedictine (IL),47,12/18/2018
2.02E+11,Notre Dame,69,Binghamton,56,12/18/2018
2.02E+11,Georgia Southern,79,Bradley,74,12/18/2018
2.02E+11,Cal State Bakersfield,74,Cal Poly,61,12/18/2018
2.02E+11,Clemson,78,Charleston Southern,51,12/18/2018
2.02E+11,Tennessee-Martin,75,Chattanooga,72,12/18/2018
2.02E+11,Campbell,76,Citadel,82,12/18/2018
2.02E+11,Siena,58,College of Charleston,83,12/18/2018
2.02E+11,Oklahoma,83,Creighton,70,12/18/2018
2.02E+11,Connecticut,97,Drexel,65,12/18/2018
2.02E+11,Charlotte,55,East Carolina,49,12/18/2018
2.02E+11,Kennesaw State,67,Elon,76,12/18/2018
2.02E+11,Murray State,66,Evansville,64,12/18/2018
2.02E+11,Oregon,71,Florida A&M,64,12/18/2018
2.02E+11,Saint Francis (PA),96,Franciscan,63,12/18/2018
2.02E+11,Texas A&M-Corpus Christi,81,Huston-Tillotson,63,12/18/2018
2.02E+11,Purdue-Fort Wayne,87,IUPUI,77,12/18/2018
2.02E+11,Alabama,84,Liberty,75,12/18/2018
2.02E+11,Northwestern State,84,Louisiana College,64,12/18/2018
2.02E+11,McNeese State,67,Louisiana,80,12/18/2018
2.02E+11,Florida,71,Mercer,63,12/18/2018
2.02E+11,Arkansas State,71,Missouri State,63,12/18/2018
2.02E+11,Denver,76,Montana State,64,12/18/2018
2.02E+11,Wright State,78,Morehead State,67,12/18/2018
2.02E+11,American,55,Mount St. Mary's,56,12/18/2018
2.02E+11,Louisiana-Monroe,95,Nicholls State,68,12/18/2018
2.02E+11,Jacksonville State,64,North Alabama,50,12/18/2018
2.02E+11,Stetson,80,North Carolina-Asheville,74,12/18/2018
2.02E+11,New Mexico,65,North Texas,74,12/18/2018
2.02E+11,Georgia,81,Oakland,69,12/18/2018
2.02E+11,Butler,76,Presbyterian,67,12/18/2018
2.02E+11,North Carolina-Greensboro,65,Radford,58,12/18/2018
2.02E+11,Texas-Rio Grande Valley,67,Rice,75,12/18/2018
2.02E+11,Stanford,78,San Jose State,73,12/18/2018
2.02E+11,Eastern Washington,64,South Dakota State,74,12/18/2018
2.02E+11,Florida International,73,South Florida,82,12/18/2018
2.02E+11,Santa Clara,102,Southern California,92,12/18/2018
2.02E+11,Vermont,83,St. Bonaventure,76,12/18/2018
2.02E+11,Baylor,58,Stephen F. Austin,59,12/18/2018
2.02E+11,Akron,82,Tennessee State,60,12/18/2018
2.02E+11,New Orleans,90,Williams Baptist,62,12/18/2018
2.02E+11,Missouri,71,Xavier,56,12/18/2018
2.02E+11,Tennessee,83,Samford,70,12/19/2018
2.02E+11,South Carolina,52,Virginia,69,12/19/2018
2.02E+11,North Carolina State,78,Auburn,71,12/19/2018
2.02E+11,Florida State,95,North Florida,81,12/19/2018
2.02E+11,Virginia Tech,82,North Carolina A&T,60,12/19/2018
2.02E+11,Mississippi State,98,Wofford,87,12/19/2018
2.02E+11,Indiana,86,Central Arkansas,53,12/19/2018
2.02E+11,South Alabama,79,Alabama A&M,67,12/19/2018
2.02E+11,Memphis,99,Little Rock,89,12/19/2018
2.02E+11,Quinnipiac,87,Bethune-Cookman,63,12/19/2018
2.02E+11,Loyola Marymount,70,Boise State,69,12/19/2018
2.02E+11,Gardner-Webb,106,Brevard,29,12/19/2018
2.02E+11,Saint Mary's (CA),85,Bucknell,56,12/19/2018
2.02E+11,New Mexico State,92,Cal State Northridge,57,12/19/2018
2.02E+11,Fresno State,95,University of California,73,12/19/2018
2.02E+11,Southern,76,California Baptist,79,12/19/2018
2.02E+11,Eastern Michigan,48,UC-Irvine,52,12/19/2018
2.02E+11,Omaha,85,UC-Santa Barbara,74,12/19/2018
2.02E+11,Toledo,86,Cornell,70,12/19/2018
2.02E+11,Delaware,71,Delaware State,73,12/19/2018
2.02E+11,Florida Atlantic,76,Florida College,64,12/19/2018
2.02E+11,Arkansas,65,Georgia Tech,69,12/19/2018
2.02E+11,Northern Iowa,62,Grand Canyon,73,12/19/2018
2.02E+11,Stony Brook,64,Hofstra,71,12/19/2018
2.02E+11,Miami (FL),80,Houston Baptist,73,12/19/2018
2.02E+11,Utah Valley,88,Idaho State,77,12/19/2018
2.02E+11,DePaul,81,Incarnate Word,71,12/19/2018
2.02E+11,Florida Gulf Coast,87,Keiser,85,12/19/2018
2.02E+11,UC-Riverside,87,Life Pacific,50,12/19/2018
2.02E+11,New Hampshire,49,Marist,58,12/19/2018
2.02E+11,Central Michigan,81,Missouri-Kansas City,72,12/19/2018
2.02E+11,Arizona,61,Montana,42,12/19/2018
2.02E+11,Cleveland State,82,Niagara,60,12/19/2018
2.02E+11,Saint Louis,74,North Carolina Central,65,12/19/2018
2.02E+11,Georgia State,86,North Carolina-Wilmington,71,12/19/2018
2.02E+11,San Francisco,76,Northern Arizona,60,12/19/2018
2.02E+11,North Dakota State,90,Northland,43,12/19/2018
2.02E+11,Richmond,54,Old Dominion,63,12/19/2018
2.02E+11,Wichita State,84,Oral Roberts,63,12/19/2018
2.02E+11,Duquesne,67,Penn State,73,12/19/2018
2.02E+11,Drake,76,Rider,58,12/19/2018
2.02E+11,Lafayette,95,Rosemont,54,12/19/2018
2.02E+11,Seton Hall,90,Sacred Heart,76,12/19/2018
2.02E+11,Fairleigh Dickinson,83,Saint Peter's,74,12/19/2018
2.02E+11,Grambling,69,Southeastern Louisiana,68,12/19/2018
2.02E+11,Washington State,89,Southern Illinois-Edwardsville,73,12/19/2018
2.02E+11,Kansas State,55,Southern Mississippi,51,12/19/2018
2.02E+11,St. John's (NY),86,St. Francis (NY),52,12/19/2018
2.02E+11,Lamar,80,Texas Southern,72,12/19/2018
2.02E+11,South Carolina Upstate,85,Truett-McConnell,54,12/19/2018
2.02E+11,Cincinnati,93,UCLA,64,12/19/2018
2.02E+11,Texas A&M,71,Valparaiso,49,12/19/2018
2.02E+11,Belmont,80,Western Kentucky,74,12/19/2018
2.02E+11,Dayton,85,Western Michigan,72,12/19/2018
2.02E+11,Duke,69,Texas Tech,58,12/20/2018
2.02E+11,Houston,60,Utah State,50,12/20/2018
2.02E+11,North Texas,77,Arkansas-Pine Bluff,66,12/20/2018
2.02E+11,Portland State,71,Cal State Bakersfield,76,12/20/2018
2.02E+11,Holy Cross,65,Canisius,63,12/20/2018
2.02E+11,Western Illinois,81,Chicago State,52,12/20/2018
2.02E+11,Creighton,110,Coe,60,12/20/2018
2.02E+11,Florida International,108,Florida Memorial,67,12/20/2018
2.02E+11,Ball State,98,Howard,71,12/20/2018
2.02E+11,Notre Dame,100,Jacksonville,74,12/20/2018
2.02E+11,Fordham,75,James Madison,48,12/20/2018
2.02E+11,Albany (NY),77,Manhattan,67,12/20/2018
2.02E+11,Winthrop,88,Maryland-Eastern Shore,74,12/20/2018
2.02E+11,Appalachian State,99,Milligan,60,12/20/2018
2.02E+11,South Alabama,86,Mobile,47,12/20/2018
2.02E+11,Pittsburgh,99,New Orleans,57,12/20/2018
2.02E+11,Northern Kentucky,65,Northern Illinois,62,12/20/2018
2.02E+11,Purdue,95,Ohio,67,12/20/2018
2.02E+11,Long Beach State,67,Pepperdine,66,12/20/2018
2.02E+11,Seattle,102,Prairie View,64,12/20/2018
2.02E+11,Tennessee Tech,91,Savannah State,80,12/20/2018
2.02E+11,Purdue-Fort Wayne,106,Siena Heights,45,12/20/2018
2.02E+11,Miami (OH),79,South Carolina State,55,12/20/2018
2.02E+11,Kennesaw State,90,Southeastern,72,12/20/2018
2.02E+11,Texas A&M-Corpus Christi,50,Texas-San Antonio,64,12/20/2018
2.02E+11,Monmouth,58,Yale,66,12/20/2018
2.02E+11,Gonzaga,101,Denver,40,12/21/2018
2.02E+11,Michigan State,99,Oakland,69,12/21/2018
2.02E+11,Marquette,103,Buffalo,85,12/21/2018
2.02E+11,Louisiana State,75,Furman,57,12/21/2018
2.02E+11,Southeast Missouri State,68,Abilene Christian,70,12/21/2018
2.02E+11,Liberty,73,Alabama State,55,12/21/2018
2.02E+11,South Florida,83,Alcorn State,44,12/21/2018
2.02E+11,Stephen F. Austin,97,Arlington Baptist,47,12/21/2018
2.02E+11,Boston University,66,Bethune-Cookman,74,12/21/2018
2.02E+11,Long Island University,67,Binghamton,68,12/21/2018
2.02E+11,Chattanooga,79,Bryan,45,12/21/2018
2.02E+11,Butler,71,UC-Irvine,54,12/21/2018
2.02E+11,Austin Peay,88,Campbell,75,12/21/2018
2.02E+11,Oklahoma State,82,Central Arkansas,73,12/21/2018
2.02E+11,College of Charleston,73,Coastal Carolina,71,12/21/2018
2.02E+11,Louisiana-Monroe,80,Coppin State,63,12/21/2018
2.02E+11,Eastern Washington,92,Corban,73,12/21/2018
2.02E+11,Bryant,68,Dartmouth,67,12/21/2018
2.02E+11,Xavier,69,Detroit Mercy,55,12/21/2018
2.02E+11,Wyoming,53,East Tennessee State,76,12/21/2018
2.02E+11,Iowa State,101,Eastern Illinois,53,12/21/2018
2.02E+11,Massachusetts,85,Fairleigh Dickinson,84,12/21/2018
